network,autonomous_system_number,autonomous_system_organization
2001:df0:401::/48,9357,"NRI SecureTechnologies, Ltd."
2001:df0:40e::/48,58551,"PT. Mediatama Telematika Nusantara"
2001:df0:410::/48,132228,"Vanuatu Government"
2001:df0:411::/48,17439,"Netmagic Datacenter Mumbai"
2001:df0:413::/48,132423,Powai
2001:df0:41a::/48,9509,"Department of Education Skills and Employment"
2001:df0:41f::/48,133014,"Universiti Teknologi Malaysia"
2001:df0:421::/48,4826,"Vocus Connect International Backbone"
2001:df0:425::/48,131475,"Singapore Institute of Technology"
2001:df0:426::/48,38331,"Institut Teknologi Sepuluh Nopember"
2001:df0:427::/48,24514,"Malaysian Research & Education Network"
2001:df0:430::/44,58742,"Affinity ID Limited"
2001:df0:440::/48,15211,SQUARE
2001:df0:453::/48,132520,"MahaOnline Limited"
2001:df0:455::/48,45853,"Shresta Bhumi"
2001:df0:456::/48,55904,"KOGAKUIN University"
2001:df0:45d::/48,132556,"Blue Lotus Support Services Pvt Ltd"
2001:df0:465::/48,132597,"Hong Kong Serverworks Limited"
2001:df0:467::/48,131893,"RICOH Company, Ltd."
2001:df0:469::/48,9822,"Amnet IT Services Pty Ltd"
2001:df0:480::/48,38532,"USONYX PTE LTD"
2001:df0:500::/40,132361,"Citrix Systems Asia Pacific Pty Ltd"
2001:df0:1400::/48,64010,"BasicBrix LLP"
2001:df0:1580::/48,138906,"Ministry of Culture"
2001:df0:1600::/48,134980,"Interphone Pty Ltd"
2001:df0:1680::/48,138903,"KHILGAON DOT NET"
2001:df0:1700::/48,136070,"UNIVERSITAS SAM RATULANGI"
2001:df0:1800::/48,23642,OBIS
2001:df0:1a00::/48,132779,"RackBank Datacenters Private Ltd"
2001:df0:1d80::/48,135726,"Vsj Internet Services Private Limited"
2001:df0:1f00::/48,136238,"SatLink Pvt Ltd"
2001:df0:2380::/48,138693,"Bogra Online"
2001:df0:2400::/48,7713,"PT Telekomunikasi Indonesia"
2001:df0:2780::/48,138973,"Campbell Technology Limited"
2001:df0:2a00::/48,63731,"TIEN PHAT TECHNOLOGY CORPORATION"
2001:df0:2e00::/48,59022,"Kunming Broadcast&TV Network CO.,LTD"
2001:df0:3380::/48,136282,"Quick Net"
2001:df0:3600::/48,135014,"Crosspoint Telecom PTE. LTD."
2001:df0:3780::/47,131365,"Department Of Information Technology and Data of Natural Resources and Environment"
2001:df0:3980::/48,135942,"Adsota Corporation"
2001:df0:3a00::/48,17439,"Netmagic Datacenter Mumbai"
2001:df0:3a80::/48,139002,"Andor Information Technology Pty Ltd"
2001:df0:3d80::/48,18124,"Okayama University of Science"
2001:df0:4400::/48,17670,"PT. MNC Kabel Mediacom"
2001:df0:4780::/48,45278,"Australian News Channel Pty Ltd"
2001:df0:4b00::/48,9723,"iseek Communications Pty Ltd"
2001:df0:4e80::/48,139035,"GBLINK NETWORK SOLUTIONS PRIVATE LIMITED"
2001:df0:5180::/48,133195,"PERFETTI VAN MELLE ASIA PACIFIC PTE LTD - ROHQ"
2001:df0:5280::/48,132169,"Kbz Online"
2001:df0:5580::/48,139038,"Aftab Siddiqui"
2001:df0:5800::/48,55660,"PT Master Web Network"
2001:df0:5e00::/48,135046,"One IT Services Pty Ltd"
2001:df0:6800::/48,23620,"DMM.com LLC"
2001:df0:6880::/48,138731,"Kovai Fibernet Pvt Ltd"
2001:df0:6980::/48,135973,"Bamboo Airways Company Limited"
2001:df0:6a80::/48,134986,"Sundaram Home Finance Limited"
2001:df0:6e80::/48,17439,"Netmagic Datacenter Mumbai"
2001:df0:7600::/48,133281,"Kavach Networks Pvt Ltd"
2001:df0:7980::/48,38510,"KEMENTERIAN PERTANIAN REPUBLIK INDONESIA"
2001:df0:7b00::/48,136086,"PT PRADIPA SAPTA MEDIA"
2001:df0:7c80::/48,6461,ZAYO-6461
2001:df0:8380::/48,131401,"Department of Information and Communication of Vinh Phuc"
2001:df0:8400::/48,55741,"West Bengal Electronics Industry Development"
2001:df0:8500::/48,59128,"Kyoto University Microcomputer Club"
2001:df0:8580::/48,139197,"Thunder Network"
2001:df0:8800::/48,23901,"HARMAN CONNECTED SERVICES CORPORATION INDIA PRIVATE LIMITED"
2001:df0:8a80::/48,139250,"Mesiniaga Berhad"
2001:df0:9080::/48,63769,"Information and Communication Technology Center of Bac Kan Province"
2001:df0:9580::/48,134868,"SHARKTEL INFOCOM PRIVATE LIMITED"
2001:df0:9d80::/48,139221,"AUVERA TECHNOLOGY GROUP PTY LTD"
2001:df0:9e80::/48,45926,"Web In A Box"
2001:df0:a180::/48,135977,"Vietnam BDA technology and communication joint stock company"
2001:df0:a280::/48,139225,"Whatbox Inc."
2001:df0:a300::/48,17990,"GLOBALNET COMMUNICATION LTD."
2001:df0:a380::/48,138897,"IAIN SYEKHNURJATI"
2001:df0:ab00::/48,4739,"Internode Pty Ltd"
2001:df0:b100::/48,136475,"Planetcast Media Services Limited"
2001:df0:b500::/47,61327,"MTX Connect S. a r.l."
2001:df0:b980::/48,139251,"Jahangirnagar University"
2001:df0:ba00::/48,132753,"Inventum Technologies Private Limited"
2001:df0:bc00::/48,7575,"Australian Academic and Research Network (AARNet)"
2001:df0:bc80::/48,139254,"Why Network Solution"
2001:df0:c200::/48,131182,"Crosspoint Telecommunications Pty Ltd"
2001:df0:c280::/48,64271,RIXCLOUD-INC
2001:df0:c480::/48,138398,"Prodigi Technology Services Limited"
2001:df0:c800::/48,133173,"DGIT Systems"
2001:df0:ca00::/47,137442,"Cairns Airport Pty Ltd"
2001:df0:cf80::/48,9830,"SWIFT ONLINE BORDER AS"
2001:df0:d300::/47,134801,"Synerzip Softech India Pvt Ltd"
2001:df0:d680::/47,139287,"The Data Exchange Network Limited"
2001:df0:d700::/48,136101,"Pemerintah Kota Bandung"
2001:df0:df80::/48,139297,"Lao International Technology Service Sole Co., Ltd"
2001:df0:e400::/48,133661,"Netplus Broadband Services Private Limited"
2001:df0:e480::/47,7545,"TPG Telecom Limited"
2001:df0:e780::/48,16089,"Etheroute Ltd"
2001:df0:ea00::/48,135469,"Dinas Komunikasi, Informatika dan Statistik Provinsi Gorontalo"
2001:df0:ec00::/48,133640,"INDIAN OVERSEAS BANK"
2001:df0:ec80::/48,138894,"PT ASLI Rancangan Indonesia"
2001:df0:ee80::/48,139298,"Ruifeng HK branch"
2001:df0:f400::/47,133657,"Indusind bank ltd"
2001:df0:f500::/48,38496,"PT Cyber Network Indonesia"
2001:df0:f800::/48,58397,"PT Infinys System Indonesia"
2001:df0:fc00::/48,18229,"CtrlS Datacenters Ltd."
2001:df0:fd80::/48,139345,"Hyve Managed Hosting Corp Inc"
2001:df1:300::/48,136350,"The Federal Bank Ltd."
2001:df1:800::/48,59253,"Leaseweb Asia Pacific pte. ltd."
2001:df1:801::/48,133752,"Leaseweb Asia Pacific pte. ltd."
2001:df1:980::/48,139461,"Earth Zone Internet Service"
2001:df1:b80::/48,4764,"Aussie Broadband"
2001:df1:1400::/48,133296,"Web Werks India Pvt. Ltd."
2001:df1:1580::/48,137130,"Punjab National Bank"
2001:df1:1880::/48,139366,"PT Higo Fitur Indonesia"
2001:df1:1c80::/48,139367,"Dinas Kominfo Kota Jambi"
2001:df1:1d00::/48,38339,"CNISP-Union Technology (Beijing) Co., Ltd"
2001:df1:2000::/48,9268,"Over The Wire Pty Ltd"
2001:df1:2100::/48,59155,"PT. Pemuda Berkarya Manunggal"
2001:df1:2280::/48,139588,"Institute of Technology of Cambodia"
2001:df1:2480::/48,136368,"Rathnaa Spectra Private Limited"
2001:df1:2600::/48,59151,"Bidang Layanan Teknologi dan Informasi Dinas Perhubungan"
2001:df1:2780::/48,133725,"AIRPORTS AUTHORITY OF INDIA"
2001:df1:2900::/48,136301,"Jetway Networks Private Limited"
2001:df1:2980::/48,55654,"IAIN Surakarta"
2001:df1:2a00::/48,134553,"i-Skill Dynamics Sdn Bhd"
2001:df1:2d00::/48,136112,"Universitas Teknologi Yogyakarta"
2001:df1:3000::/48,9408,"G James Glass and Aluminium"
2001:df1:3200::/48,131353,"NhanHoa Software company"
2001:df1:3280::/48,139601,"M.R. Khan Joint Int Trade Center"
2001:df1:3380::/48,139600,"Green Computer & Mobile Care"
2001:df1:3580::/48,135985,"BCALL Viet Nam Company Limited"
2001:df1:3700::/48,136324,"Idbi Bank Ltd"
2001:df1:3e00::/48,134868,"SHARKTEL INFOCOM PRIVATE LIMITED"
2001:df1:4180::/48,139611,"Beijing Suzi Technology Co. Ltd."
2001:df1:4300::/48,9746,"Online Interactive gaming solution"
2001:df1:4600::/48,4826,"Vocus Connect International Backbone"
2001:df1:4e00::/48,64008,"Department of Social Welfare and Development"
2001:df1:5200::/48,55824,"NKN Core Network"
2001:df1:6000::/48,131217,"8 Kallang Sector"
2001:df1:6002::/48,10021,"KVH Co.,Ltd"
2001:df1:6003::/48,9318,"SK Broadband Co Ltd"
2001:df1:6400::/48,55925,"469 Nakronsawan.Rd, Chidrada Dusit"
2001:df1:6800::/48,45671,"Wholesale Services Provider"
2001:df1:6c00::/48,7470,"TRUE INTERNET Co.,Ltd."
2001:df1:6e80::/48,174,COGENT-174
2001:df1:7900::/48,136621,"SBP Corporation Limited"
2001:df1:7e00::/48,135300,"Myanmar Broadband Telecom Co., Ltd"
2001:df1:7f00::/48,136726,NATIXIS
2001:df1:8000::/48,132440,"3 rd floor, Dreams mall, L.B.S. marg"
2001:df1:8900::/48,136733,"Racks Central Pte Ltd"
2001:df1:9000::/48,58820,"APIK Media Networks"
2001:df1:9780::/48,56150,"Viet Solutions Services Trading Company Limited"
2001:df1:9c00::/48,133882,"PARAGON INTERNET GROUP LIMITED"
2001:df1:a100::/48,136758,"ShenZhen Century-One Limited"
2001:df1:a180::/48,137655,"Angel Air Network Solutions Pvt. Ltd."
2001:df1:a780::/48,138760,"Bharat Computers"
2001:df1:a800::/48,133210,"EN Technologies Pte Ltd"
2001:df1:ad80::/47,56093,"901 (A1) & 902 (A2), Tidel Park"
2001:df1:b080::/48,131373,"Information Center - Ministry of Science and Technology"
2001:df1:b200::/48,135343,"Cross Geminis Limited"
2001:df1:b980::/48,139734,"Ningbo Rongxin Ansheng Machinery Co., Ltd."
2001:df1:ba00::/48,45259,"Bruhaas (B) Sdn Bhd"
2001:df1:ba80::/48,139735,"PACE IT"
2001:df1:bb80::/48,18207,"YOU Broadband & Cable India Ltd."
2001:df1:bd80::/48,139742,"Peddie Institute Co., Ltd"
2001:df1:be00::/48,24541,"HostAway Pty Ltd"
2001:df1:c080::/48,139739,"Hsin Yi Pte Ltd"
2001:df1:c180::/48,139747,"Children's Cancer Institute Australia"
2001:df1:c500::/48,136311,"Gayatri Telecom Pvt Ltd"
2001:df1:c700::/47,136786,"Information Beam Company Limited"
2001:df1:cc00::/48,38880,"Micron21 Datacentre Pty Ltd"
2001:df1:cd00::/48,135425,Caznet
2001:df1:d200::/48,135372,"Eyeota Pte Ltd"
2001:df1:d400::/47,133904,"Swarovski Greater China Limited"
2001:df1:d900::/48,136797,"Turbo I.T Limited"
2001:df1:df00::/48,136805,"Next Generation Voice PTY LTD"
2001:df1:e000::/48,55666,"PT Media Sarana Data"
2001:df1:e300::/48,132402,"516 Clyde Ave US"
2001:df1:e307::/48,138603,"BlueJeans Network India Pvt Ltd"
2001:df1:e500::/48,63773,"dual&Co. Inc."
2001:df1:f080::/48,139776,"Petroliam Nasional Berhad"
2001:df1:f600::/48,27385,QUALYS
2001:df1:fe00::/48,59290,"PT Altro Abirama"
2001:df2:380::/48,138296,"Juweriyah Networks Private Limited"
2001:df2:a00::/48,55666,"PT Media Sarana Data"
2001:df2:d00::/48,134026,"Ultranet services private limited"
2001:df2:1000::/47,132335,"LeapSwitch Networks Pvt Ltd"
2001:df2:1100::/48,136129,"Kementerian Koordinator Bidang Kemaritiman RI"
2001:df2:1400::/48,133923,"Kantipur Publication Pvt. Ltd."
2001:df2:1b00::/48,138225,"One Eight Technologies Private Limited"
2001:df2:2280::/48,135851,"Excogitate Technologies Pvt Ltd"
2001:df2:2a00::/48,38157,"Tentara Nasional Indonesia Angkatan Udara (TNI-AU)"
2001:df2:2c00::/48,133929,"TWOWIN CO., LIMITED"
2001:df2:2e00::/48,135421,"SALKELD, MATTHEW T/A MATTHEW SALKELD CONSULTING"
2001:df2:3680::/48,131124,"Vietnam Bank For Social Policies"
2001:df2:3800::/48,56118,"Office of the Civil Service Commission"
2001:df2:3880::/48,139836,"COMMRUN COMMUNICATION SERVICE (HONGKONG) CO., LIMITED"
2001:df2:3a80::/48,138270,"Home Credit India Finance Private Limited"
2001:df2:3c00::/45,63950,"Jackie's Wholesale Nurseries Pty Ltd"
2001:df2:4000::/48,58730,"HKDNET Internet Gateway"
2001:df2:4080::/47,55318,"Asia Commercial Bank"
2001:df2:4280::/48,139826,"MAA TELECOM B ONLINE"
2001:df2:4980::/48,139458,"PT Matahari Putra Prima"
2001:df2:4a00::/48,135441,"PT. FASA CENTRA ARTAJAYA"
2001:df2:4e80::/48,139849,"Royal Esprit Company Limited"
2001:df2:5100::/48,133929,"TWOWIN CO., LIMITED"
2001:df2:5480::/48,51747,"Internet Vikings International AB"
2001:df2:5600::/48,135496,"UNIVERSITI KEBANGSAAN MALAYSIA"
2001:df2:5c00::/48,133947,"Metropolitan Electricity Authority"
2001:df2:6000::/48,58392,"PT. Sewiwi Indonesia"
2001:df2:6200::/48,135247,"K Net Solutions Pvt Ltd"
2001:df2:6580::/48,139881,"BDM Internet"
2001:df2:6680::/48,58879,"Shanghai Anchang Network Security Technology Co.,Ltd."
2001:df2:6780::/48,134340,"cloudsky superfast broadband and services Pvt Ltd"
2001:df2:6880::/48,139892,"Metropolitan Waterworks Authority"
2001:df2:6a80::/48,55664,"PT Exa Rekatek Prosolusi"
2001:df2:6f00::/48,136835,"PT. GLobal Intermedia Nusantara"
2001:df2:7180::/48,139904,"Kloud Technologies Limited"
2001:df2:7480::/48,139909,"COLLECTIVE GATEWAY"
2001:df2:7580::/48,139903,"RETN Telecoms Ltd."
2001:df2:7700::/48,45240,"REA Group, A subsidiary of Netwide"
2001:df2:7900::/48,6939,HURRICANE
2001:df2:7b80::/48,139836,"COMMRUN COMMUNICATION SERVICE (HONGKONG) CO., LIMITED"
2001:df2:7c80::/48,139836,"COMMRUN COMMUNICATION SERVICE (HONGKONG) CO., LIMITED"
2001:df2:7d00::/48,45780,"Broadband Solutions Pty Ltd"
2001:df2:7e01::/48,135526,"KM Holdings Pty Ltd"
2001:df2:8100::/48,137050,"strateq data centre sdn bhd"
2001:df2:8200::/47,135551,"Malaysian Communication and Multimedia Commission"
2001:df2:9900::/48,134032,"INFONET COMM ENTERPRISES"
2001:df2:9980::/48,139889,"Department of Fisheries"
2001:df2:9b00::/48,56141,"Danang ICT Infrastructure Development Center"
2001:df2:a300::/48,6336,TURN-US-ASN
2001:df2:a600::/48,45320,"Departemen Komunikasi dan Informasi Republik Indonesia"
2001:df2:a980::/48,131203,"MekongNet1 IXP. For Domestic Internet exchange (DIX)Cambodia"
2001:df2:ac00::/48,134073,"The Revenue Department"
2001:df2:b080::/48,139929,"Chicago Trading Company (CTC) Limited"
2001:df2:b600::/48,132645,"Politeknik Perkapalan Negeri Surabaya"
2001:df2:b680::/48,140070,"Adelaide Oval SMA Ltd"
2001:df2:bc00::/48,45734,"PT Media Televisi Indonesia"
2001:df2:bf00::/48,137015,"MOZ 2008 Corporation"
2001:df2:c000::/48,132644,"PT. Cyberindo Mega Persada"
2001:df2:c100::/48,55306,"Vietnam bank for Agriculture anh Rural Development"
2001:df2:c300::/48,131924,"Kansai Airports"
2001:df2:c480::/48,140001,"SEKRETARIAT BADAN LITBANG DAN INOVASI KEMENTRIAN LINGKUNGAN HIDUP DAN KEHUTANAN"
2001:df2:c680::/48,139980,"Dinas Komunikasi Informasi Kota Tasikmalaya"
2001:df2:c900::/48,38635,"Keio University"
2001:df2:c980::/48,140421,"PT APLIKA DATA NUSANTARA"
2001:df2:ca00::/48,45899,"VNPT Corp"
2001:df2:ce00::/48,45899,"VNPT Corp"
2001:df2:d100::/48,136707,"The Kalupur Commercial Co-operative Bank Limited"
2001:df2:d280::/48,139836,"COMMRUN COMMUNICATION SERVICE (HONGKONG) CO., LIMITED"
2001:df2:d380::/48,139836,"COMMRUN COMMUNICATION SERVICE (HONGKONG) CO., LIMITED"
2001:df2:d680::/48,139836,"COMMRUN COMMUNICATION SERVICE (HONGKONG) CO., LIMITED"
2001:df2:d780::/48,139836,"COMMRUN COMMUNICATION SERVICE (HONGKONG) CO., LIMITED"
2001:df2:d800::/48,131895,"Okinawa Institute of science and technology"
2001:df2:d900::/48,18403,"The Corporation for Financing & Promoting Technology"
2001:df2:df80::/48,139904,"Kloud Technologies Limited"
2001:df2:e100::/48,136852,"PT Diginet Media"
2001:df2:e200::/48,133661,"Netplus Broadband Services Private Limited"
2001:df2:e380::/48,140224,"White-Sand Cloud Computing(HK) Co., LIMITED"
2001:df2:e500::/48,14907,WIKIMEDIA
2001:df2:e600::/48,133661,"Netplus Broadband Services Private Limited"
2001:df2:e700::/48,136397,"Interpublic Australia Holdings Pty Ltd"
2001:df2:e800::/48,131302,"294/3 Vidhya Nagari Marg"
2001:df2:e900::/48,133296,"Web Werks India Pvt. Ltd."
2001:df2:eb80::/48,140004,"DINAS KOMUNIKASI INFORMATIKA DAN STATISTIK KOTA BLITAR"
2001:df2:ee00::/48,131107,"ASN for APNICTRAINING LAB DC"
2001:df2:ee01::/48,45192,"ASN for APNICTRAINING LAB DC"
2001:df2:f000::/48,55319,"VietNam Prosperity Joint Stock Commercial Bank"
2001:df2:f980::/48,17439,"Netmagic Datacenter Mumbai"
2001:df2:fc00::/48,59111,"Akita International University"
2001:df2:fe80::/48,132906,"Lake Macquarie City Council"
2001:df2:ff00::/48,58537,"Sundaram Infotech Solutions(A Division of Sundaram Finance)"
2001:df3::/48,132688,"University of Malaya"
2001:df3:101::/48,137058,"Aeronautical Radio of Thailand Ltd."
2001:df3:180::/48,139836,"COMMRUN COMMUNICATION SERVICE (HONGKONG) CO., LIMITED"
2001:df3:480::/48,139836,"COMMRUN COMMUNICATION SERVICE (HONGKONG) CO., LIMITED"
2001:df3:800::/43,22787,ARRIS
2001:df3:900::/48,135905,"VIETNAM POSTS AND TELECOMMUNICATIONS GROUP"
2001:df3:d00::/48,137065,"Adello Group AG"
2001:df3:1500::/48,137060,"The Club Group Canberra Australia"
2001:df3:1600::/48,9555,"Verizon Australia PTY Limited"
2001:df3:1680::/48,133296,"Web Werks India Pvt. Ltd."
2001:df3:1b00::/48,134042,"MAHA Mediacom LLP"
2001:df3:1e00::/48,55824,"NKN Core Network"
2001:df3:2300::/48,136129,"Kementerian Koordinator Bidang Kemaritiman RI"
2001:df3:2780::/46,140269,"Siddhi Cable And Network Private Limited"
2001:df3:2880::/48,140021,"PT Brankas Teknologi Indonesia"
2001:df3:2900::/48,24060,"KTB COMPUTER SERVICES COMPANY LIMITED"
2001:df3:2c80::/48,132670,"PT Aseli Dagadu Djokdja"
2001:df3:3200::/48,135724,"Allnet Broadband Network Pvt Ltd"
2001:df3:3580::/48,140027,"PT. Ruang Siber Indonesia"
2001:df3:3800::/48,133345,"KEMENKO POLHUKAM RI"
2001:df3:3980::/48,44592,"SkyLink Data Center BV"
2001:df3:3e80::/48,140386,"PUSAT PENGELOLAAN DANA PEMBIAYAAN PERUMAHAN (PPDPP)"
2001:df3:4300::/48,133616,"Beachhead Group Pty. Ltd."
2001:df3:4400::/48,133969,"Arista Networks India Pvt Ltd"
2001:df3:4a80::/48,135902,"Hahalolo Travel Social Network Joint Stock Company"
2001:df3:5580::/48,14618,AMAZON-AES
2001:df3:5700::/48,137198,"Phranakorn Rajabhat University"
2001:df3:5c00::/48,135905,"VIETNAM POSTS AND TELECOMMUNICATIONS GROUP"
2001:df3:5d00::/48,137204,"The Bend Motorsport Park"
2001:df3:6500::/48,55379,"Hosei University"
2001:df3:6b00::/48,137217,"BLUE STAR GROUP (NEW ZEALAND) LIMITED"
2001:df3:7580::/48,140570,"Hong Kong Beecloud System Technology Services Limited"
2001:df3:7600::/48,132060,"Equate Technologies Pty Ltd"
2001:df3:7680::/48,63731,"TIEN PHAT TECHNOLOGY CORPORATION"
2001:df3:7880::/48,140583,"OPTITEL PTY LTD"
2001:df3:7b80::/48,139605,"MCDS SOFTWARE (M) SDN BHD"
2001:df3:7c80::/48,140577,"Ahrefs Pte Ltd"
2001:df3:7e00::/48,135555,"City Communications PTY LTD"
2001:df3:8080::/48,140394,"DIREKTORAT JENDERAL KEKAYAAN INTELEKTUAL KEMENTERIAN HUKUM DAN HAM REPUBLIK INDONESIA"
2001:df3:8600::/48,131418,"Vietnam Esports Development Joint Stock Company"
2001:df3:8800::/48,36351,SOFTLAYER
2001:df3:8880::/48,132335,"LeapSwitch Networks Pvt Ltd"
2001:df3:8900::/48,137243,"INGENIERIE DES SYSTEMES DES INFORMATIONS"
2001:df3:8f80::/48,140603,"CEA Technologies PTY LTD"
2001:df3:9080::/48,140598,"Wi-Sky Queensland Pty Ltd"
2001:df3:9500::/48,135377,"UCloud (HK) Holdings Group Limited"
2001:df3:9880::/48,136969,"KK Networks (Pvt) Ltd."
2001:df3:9a00::/48,135769,"Isro Satellite Centre"
2001:df3:9c00::/48,55536,"PACSWITCH IP NETWORK"
2001:df3:a300::/48,137267,"Sharp ICT"
2001:df3:a480::/48,137549,"NODE1 Pty Ltd"
2001:df3:a700::/48,58785,"Tohoku Gakuin University"
2001:df3:a880::/48,4826,"Vocus Connect International Backbone"
2001:df3:ac00::/48,63972,"88/28 Moo 4 Tiwanont Road Nonta-Buri Province 11000"
2001:df3:ad00::/48,137275,"Broadband Solutions Pvt. Ltd"
2001:df3:ad80::/48,140410,"Politeknik Negeri Lampung"
2001:df3:b500::/48,135946,"Long An Department of Information and Communications"
2001:df3:ba00::/48,134808,"GLOBE VALLEY PTY LTD T/A ONSAVII"
2001:df3:bc00::/48,59113,"RICOH JAPAN Corporation"
2001:df3:bc80::/48,135067,"LOGICOM TECHNOLOGY CO.,LIMITED"
2001:df3:c180::/48,140671,"Arriga International Limited"
2001:df3:c780::/48,398369,AP-GP
2001:df3:cc00::/48,134053,"ETHERNET XPRESS PVT. LTD."
2001:df3:ce00::/48,132148,"HORIZON TELECOM INTERNATIONAL COMPANY LIMITED"
2001:df3:d000::/48,133044,"Sol1 Pty Ltd"
2001:df3:d780::/48,139605,"MCDS SOFTWARE (M) SDN BHD"
2001:df3:da00::/48,132134,"SpotXchange, Inc"
2001:df3:e480::/48,140699,"Royal Thai Army"
2001:df3:e500::/48,135934,"ICT Center - Dong Thap Department of Information and Communications"
2001:df3:f800::/48,59216,"Juxt Consult Research and Consulting Pvt. Ltd."
2001:df3:f900::/48,137422,"Bupa Health Insurance (Thailand) Public Company Limited"
2001:df3:fc00::/48,134548,"DXTL Tseung Kwan O Service"
2001:df3:ff00::/48,137301,"POLTEKKES KEMENKES YOGYAKARTA"
2001:df4:c00::/48,133985,"Tractor and farm equipmemts Ltd"
